match_date,league_name,matchid,home_team,away_team,home_probability_win,draw_probability,away_probability_win,home_goals,away_goals,ftr,home_ball_possession,home_total_shots,home_shots_on_target,home_big_chances,home_big_misses,home_accurate_passes,home_fouls_commited,home_corners,home_shots_off_target,home_blocked_shots,home_hit_woodwork,home_shots_inside_box,home_shots_outside_box,home_passes,home_own_half,home_opposition_half,home_accurate_long_balls,home_accurate_crosses,home_throws,home_offsides,home_tackles_won,home_interceptions,home_blocks,home_clearances,home_keeper_save,home_duels_won,home_geround_duels_won,home_aerial_duels_won,home_successful_dribbles,home_yellow_cards,home_red_cards,away_ball_possession,away_total_shots,away_shots_on_target,away_big_chances,away_big_misses,away_accurate_passes,away_fouls_commited,away_corners,away_shots_off_target,away_blocked_shots,away_hit_woodwork,away_shots_inside_box,away_shots_outside_box,away_passes,away_own_half,away_opposition_half,away_accurate_long_balls,away_axxurate_crosses,away_throws,away_offsides,away_tackles_won,away_interceptions,away_blocks,away_clearances,away_keeper_save,away_duels_won,away_geround_duels_won,away_aerial_duels_won,away_successful_dribbles,away_yellow_cards,away_red_cards
2023-07-28,2. Bundesliga,4222430,Hamburger SV,Schalke 04,0.40685434516523866,0.21725826193390452,0.3758873929008568,5,3,0,57,32,14,12,7,81,10,9,9,9,2,23,9,410,168,166,53,21,14,5,47,5,3,14,3,63,60,56,73,3,0,43,13,6,2,0,75,13,3,4,3,0,12,1,315,153,84,36,40,17,4,33,10,8,29,9,44,40,44,35,1,1
2023-07-29,2. Bundesliga,4222417,Hannover 96,Elversberg,0.5639223560910308,0.28647925033467203,0.1495983935742972,2,2,1,51,11,4,2,0,77,5,3,6,1,0,7,4,432,182,152,40,16,26,3,61,10,7,20,7,50,54,39,35,3,0,49,23,9,2,1,76,19,6,6,8,1,15,8,420,183,136,46,31,19,2,81,23,1,18,2,49,46,61,53,4,0
2023-07-29,2. Bundesliga,4222418,1.FC Kaiserslautern,St. Pauli,0.31873684210526315,0.2745263157894737,0.4067368421052632,1,2,2,50,10,3,3,2,82,11,3,4,3,0,8,2,453,267,104,42,17,24,0,43,11,6,21,3,55,47,41,42,2,0,50,18,5,3,1,84,10,5,7,6,0,10,8,439,202,165,45,29,12,2,50,4,3,16,2,65,53,59,63,1,0
2023-07-29,2. Bundesliga,4222413,VfL Osnabrück,Karlsruher SC,0.3340961098398169,0.3197940503432494,0.34610983981693366,2,3,2,42,19,7,2,0,81,11,4,6,6,0,10,9,376,158,148,45,35,12,3,67,13,4,35,4,41,48,47,43,1,1,58,15,8,3,3,80,9,9,4,3,2,12,3,521,208,209,52,32,33,1,47,10,4,18,5,45,52,53,30,2,0
2023-07-29,2. Bundesliga,4222412,Wehen Wiesbaden,1.FC Magdeburg,0.3117536140791955,0.3155248271527341,0.3727215587680704,1,1,1,30,10,1,1,0,67,10,3,6,3,0,7,3,257,97,75,29,25,18,1,74,23,2,21,1,61,54,61,50,0,1,70,9,2,2,2,85,18,2,5,2,0,6,3,640,246,297,54,20,20,1,73,11,3,13,0,48,46,39,59,3,0
2023-07-29,2. Bundesliga,4222419,Fortuna Düsseldorf,Hertha BSC,0.3730022129333661,0.25768379641013034,0.36931399065650355,1,0,0,57,9,2,0,0,81,13,7,6,1,0,5,4,504,291,117,48,17,23,1,60,6,3,24,2,46,48,33,40,3,0,43,11,2,0,0,77,11,8,5,4,0,8,3,376,149,141,47,20,23,3,44,9,1,24,1,61,52,67,57,2,0
2023-07-30,2. Bundesliga,4222414,Eintracht Braunschweig,Holstein Kiel,0.34098243097884545,0.372534958766583,0.28648261025457156,0,1,2,29,7,1,1,1,62,10,5,5,1,0,4,3,230,75,68,34,25,15,1,56,6,4,28,3,51,63,38,50,1,1,71,15,4,4,3,86,13,10,6,5,0,11,4,580,209,288,61,40,21,3,71,2,1,20,1,49,37,63,30,1,0
2023-07-30,2. Bundesliga,4222416,Greuther Fürth,Paderborn 07,0.41345480028030834,0.3647512263489839,0.22179397337070778,5,0,0,64,23,11,4,0,90,9,6,5,7,0,18,5,644,272,305,77,45,17,5,29,7,2,16,0,35,40,50,57,1,0,36,6,0,0,0,75,5,2,4,2,0,2,4,368,192,85,30,13,16,3,32,8,7,18,6,49,60,50,67,1,1
2023-07-30,2. Bundesliga,4222415,Hansa Rostock,1.FC Nürnberg,0.36563209689629067,0.3588190764572294,0.27554882664647995,2,0,0,36,16,6,2,1,66,15,6,8,2,0,8,8,234,94,61,25,29,16,2,50,6,3,24,6,50,42,47,60,3,0,64,15,7,3,3,80,15,6,6,2,0,9,6,416,189,142,48,18,22,4,50,7,2,22,3,64,58,53,69,4,0
2023-08-04,2. Bundesliga,4222421,Hertha BSC,Wehen Wiesbaden,0.580119834075895,0.2934398525119066,0.1264403134121985,0,1,2,56,19,6,3,3,81,9,6,8,5,1,10,9,463,147,230,67,24,19,4,77,14,3,11,4,54,49,57,63,2,0,44,12,5,2,2,77,9,4,4,3,0,4,8,373,191,95,36,27,20,4,44,17,4,39,6,48,51,43,53,3,0
