Comp,Day,Venue,GF,GA,Team,Opponent,xGA,Poss,Attendance,Referee,SoT,xG.1,Saves,CS,CPA,CrdY,CrdR,Fls,Off.1,Crs.1,PKwon,PKcon,O_FK,O_CS,O_Cmp.4,O_Ast,O_Dead,O_TB,O_Sw,O_Crs,O_TI,O_CK,O_In,O_Out,O_Str,O_Off,O_CPA,O_CrdY,O_CrdR,O_Fls,FTR,weight
18,4,1,1,0,165,124,1.5,37.0,21631.565891152528,145,2.0,0.7,3.0,1.0,0.0,2.0,0.0,10.0,2.0,14.0,0.0,1.0,0.0,0.0,450.0,0.0,49.0,1.0,7.0,15.0,27.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,13.0,2.0,0.24317121918720855
18,0,1,1,0,165,108,0.4,47.0,21631.565891152528,137,2.0,1.5,1.0,1.0,0.0,4.0,0.0,20.0,3.0,16.0,0.0,0.0,0.0,0.0,272.0,0.0,61.0,0.0,0.0,15.0,22.0,5.0,2.0,3.0,0.0,4.0,1.0,3.0,0.0,18.0,2.0,0.2452956989247312
18,0,0,0,0,165,222,1.0,53.0,21631.565891152528,144,2.0,0.6,2.0,1.0,2.0,2.0,0.0,12.0,3.0,25.0,0.0,0.0,0.0,1.0,250.0,0.0,60.0,1.0,4.0,22.0,28.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,0.0,9.0,1.0,0.24762550881953868
18,0,1,0,0,165,223,0.8,44.0,21631.565891152528,135,2.0,0.6,3.0,1.0,2.0,2.0,0.0,13.0,3.0,13.0,0.0,0.0,0.0,1.0,358.0,0.0,58.0,1.0,6.0,32.0,29.0,5.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0,9.0,1.0,0.24880708929788686
18,0,0,0,0,165,110,0.3,58.0,21631.565891152528,139,1.0,0.2,2.0,1.0,2.0,2.0,0.0,23.0,0.0,16.0,0.0,0.0,1.0,1.0,153.0,0.0,61.0,0.0,5.0,25.0,26.0,4.0,4.0,0.0,0.0,3.0,4.0,3.0,0.0,18.0,1.0,0.25120440467997246
18,4,0,2,0,165,313,0.7,48.0,21631.565891152528,326,3.0,0.5,2.0,1.0,2.0,2.0,0.0,14.0,0.0,13.0,0.0,0.0,1.0,0.0,328.0,0.0,48.0,0.0,8.0,29.0,20.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,15.0,0.0,0.25382475660639775
18,2,0,3,1,165,119,1.1,45.0,21631.565891152528,143,7.0,2.9,4.0,0.0,4.0,1.0,0.0,17.0,3.0,20.0,0.0,0.0,2.0,0.0,389.0,1.0,57.0,1.0,6.0,25.0,21.0,6.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,11.0,0.0,0.2543554006968641
18,3,0,3,2,165,312,1.7,63.0,21631.565891152528,145,3.0,2.1,2.0,0.0,4.0,2.0,0.0,15.0,1.0,13.0,0.0,1.0,0.0,0.0,202.0,0.0,58.0,0.0,3.0,17.0,26.0,5.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,12.0,0.0,0.2579505300353357
18,4,1,2,0,173,223,0.3,30.0,21631.565891152528,311,4.0,1.2,0.0,1.0,2.0,3.0,0.0,23.0,0.0,14.0,0.0,0.0,0.0,0.0,533.0,0.0,53.0,1.0,4.0,22.0,25.0,2.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,18.0,2.0,0.22148058252427183
18,6,1,2,0,173,111,0.5,28.0,21631.565891152528,10,4.0,1.0,3.0,1.0,0.0,1.0,0.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,561.0,0.0,57.0,0.0,10.0,37.0,33.0,7.0,3.0,4.0,0.0,2.0,3.0,1.0,0.0,10.0,2.0,0.22699004975124376
18,0,1,1,1,173,313,0.1,53.0,21631.565891152528,135,2.0,0.5,2.0,0.0,4.0,2.0,0.0,15.0,0.0,35.0,0.0,0.0,1.0,0.0,342.0,1.0,31.0,0.0,2.0,5.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,16.0,1.0,0.23115896136795439
18,4,0,0,2,173,110,1.0,61.0,21631.565891152528,145,1.0,0.4,2.0,0.0,3.0,2.0,0.0,8.0,3.0,17.0,0.0,0.0,0.0,1.0,224.0,2.0,40.0,0.0,2.0,13.0,18.0,4.0,1.0,3.0,0.0,1.0,4.0,7.0,0.0,23.0,2.0,0.23442517662170842
18,3,0,0,0,173,222,0.5,36.0,21631.565891152528,136,3.0,0.7,1.0,1.0,1.0,3.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,1.0,430.0,0.0,56.0,0.0,5.0,28.0,27.0,6.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,13.0,1.0,0.23578811369509045
18,1,1,1,1,173,119,0.8,29.0,21631.565891152528,148,2.0,0.8,3.0,0.0,6.0,2.0,0.0,17.0,6.0,25.0,0.0,0.0,1.0,0.0,449.0,1.0,57.0,0.0,4.0,32.0,22.0,9.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,11.0,1.0,0.23670557717250323
18,4,0,3,1,173,108,0.9,40.0,21631.565891152528,137,7.0,2.6,1.0,0.0,4.0,1.0,0.0,17.0,3.0,18.0,0.0,1.0,0.0,0.0,376.0,0.0,49.0,0.0,6.0,14.0,23.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,10.0,0.0,0.23763020833333331
18,3,0,2,2,173,124,1.9,31.0,21631.565891152528,135,2.0,0.8,3.0,0.0,1.0,3.0,0.0,13.0,1.0,19.0,0.0,0.0,1.0,0.0,544.0,2.0,42.0,0.0,1.0,15.0,19.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,11.0,1.0,0.2390307793058284
18,0,0,1,0,173,111,1.7,33.0,21631.565891152528,135,2.0,1.6,0.0,1.0,1.0,2.0,0.0,7.0,3.0,12.0,0.0,1.0,0.0,0.0,428.0,0.0,62.0,0.0,8.0,43.0,30.0,12.0,5.0,7.0,0.0,2.0,3.0,2.0,0.0,11.0,0.0,0.24645509790681974
18,0,1,1,1,173,108,1.5,49.0,21631.565891152528,327,0.0,1.5,1.0,0.0,2.0,3.0,0.0,6.0,2.0,23.0,1.0,1.0,0.0,0.0,299.0,0.0,52.0,0.0,5.0,13.0,33.0,2.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,22.0,1.0,0.24762550881953868
18,4,0,2,1,173,119,1.2,34.0,21631.565891152528,148,2.0,0.6,5.0,0.0,6.0,2.0,0.0,10.0,0.0,28.0,0.0,0.0,1.0,0.0,432.0,1.0,46.0,2.0,7.0,26.0,16.0,13.0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,7.0,0.0,0.2513774104683196
18,0,1,1,0,173,110,2.1,43.0,21631.565891152528,144,3.0,0.7,3.0,1.0,4.0,2.0,0.0,13.0,2.0,15.0,0.0,0.0,1.0,0.0,318.0,0.0,61.0,1.0,6.0,38.0,28.0,10.0,7.0,1.0,0.0,2.0,2.0,3.0,0.0,10.0,2.0,0.2524204702627939
18,0,1,1,1,173,222,2.9,40.0,21631.565891152528,146,2.0,1.1,5.0,0.0,0.0,3.0,0.0,20.0,0.0,27.0,0.0,0.0,0.0,0.0,339.0,1.0,56.0,3.0,7.0,19.0,18.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,0.25488826815642457
18,0,0,2,1,173,223,0.7,34.0,21631.565891152528,136,1.0,0.9,4.0,0.0,3.0,4.0,0.0,14.0,2.0,22.0,0.0,0.0,1.0,0.0,464.0,1.0,50.0,1.0,8.0,36.0,17.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,0.25740479548660083
18,4,0,1,3,173,313,2.4,32.0,21631.565891152528,311,2.0,1.1,2.0,0.0,4.0,3.0,0.0,13.0,4.0,12.0,0.0,0.0,1.0,0.0,500.0,2.0,44.0,1.0,1.0,32.0,15.0,8.0,4.0,4.0,0.0,3.0,3.0,4.0,0.0,15.0,2.0,0.25886524822695034
18,6,1,2,2,173,124,1.5,30.0,21631.565891152528,39,2.0,0.5,2.0,0.0,2.0,2.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,541.0,2.0,42.0,0.0,3.0,29.0,21.0,7.0,1.0,5.0,0.0,0.0,9.0,0.0,0.0,17.0,1.0,0.2597864768683274
18,4,0,4,2,60,124,2.0,44.0,21631.565891152528,137,8.0,1.9,6.0,0.0,6.0,1.0,0.0,9.0,4.0,10.0,0.0,0.0,0.0,0.0,427.0,1.0,52.0,1.0,2.0,21.0,24.0,4.0,2.0,2.0,0.0,1.0,4.0,3.0,0.0,14.0,0.0,0.22054380664652568
18,0,0,1,1,60,223,0.9,48.0,21631.565891152528,256,2.0,0.6,3.0,0.0,2.0,0.0,0.0,14.0,2.0,20.0,0.0,0.0,1.0,0.0,363.0,1.0,51.0,0.0,6.0,29.0,24.0,4.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,20.0,1.0,0.22228989037758828
18,6,1,1,2,60,313,0.1,53.0,21631.565891152528,311,3.0,1.6,0.0,0.0,4.0,2.0,0.0,8.0,4.0,17.0,0.0,0.0,0.0,0.0,406.0,1.0,54.0,0.0,7.0,12.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,15.0,0.0,0.22600619195046437
18,4,0,2,2,60,110,2.4,38.0,21631.565891152528,326,4.0,1.4,3.0,0.0,2.0,8.0,1.0,18.0,6.0,4.0,1.0,0.0,0.0,0.0,368.0,0.0,65.0,0.0,13.0,33.0,28.0,3.0,2.0,0.0,0.0,2.0,2.0,5.0,1.0,25.0,1.0,0.22727272727272727
18,4,1,2,2,60,108,1.7,66.0,21631.565891152528,145,5.0,1.9,1.0,0.0,4.0,1.0,0.0,16.0,1.0,17.0,0.0,0.0,0.0,0.0,185.0,1.0,44.0,0.0,2.0,15.0,12.0,4.0,1.0,1.0,0.0,3.0,7.0,1.0,0.0,21.0,1.0,0.2302839116719243
18,1,1,0,0,60,111,1.3,37.0,21631.565891152528,39,4.0,0.5,3.0,1.0,1.0,2.0,0.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0,387.0,0.0,57.0,0.0,16.0,33.0,29.0,8.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,15.0,1.0,0.232484076433121
18,4,1,1,0,60,222,0.7,58.0,21631.565891152528,258,6.0,1.2,4.0,1.0,3.0,3.0,0.0,15.0,5.0,20.0,0.0,0.0,2.0,0.0,292.0,0.0,41.0,2.0,2.0,16.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,14.0,2.0,0.23763020833333331
18,0,0,1,0,60,313,0.4,45.0,21631.565891152528,139,2.0,2.8,1.0,1.0,2.0,1.0,0.0,18.0,2.0,12.0,1.0,0.0,0.0,0.0,358.0,0.0,52.0,0.0,3.0,25.0,13.0,10.0,6.0,4.0,0.0,5.0,2.0,7.0,0.0,15.0,0.0,0.24076517150395776
18,0,1,0,3,60,110,0.9,57.0,21631.565891152528,326,0.0,0.3,1.0,0.0,1.0,2.0,1.0,12.0,3.0,14.0,0.0,0.0,1.0,1.0,176.0,1.0,53.0,0.0,3.0,24.0,30.0,3.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,21.0,0.0,0.2452956989247312
18,6,1,0,1,60,124,0.8,56.0,21631.565891152528,258,2.0,0.7,2.0,0.0,3.0,4.0,0.0,13.0,3.0,15.0,0.0,0.0,0.0,1.0,309.0,1.0,43.0,0.0,5.0,14.0,17.0,3.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,17.0,0.0,0.24745762711864402
18,0,0,1,1,60,108,1.0,54.0,21631.565891152528,258,2.0,1.0,1.0,0.0,2.0,4.0,0.0,17.0,2.0,18.0,0.0,0.0,0.0,0.0,293.0,1.0,45.0,0.0,7.0,19.0,15.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,15.0,1.0,0.25488826815642457
18,4,0,3,0,60,222,1.0,41.0,21631.565891152528,82,3.0,1.3,2.0,1.0,3.0,0.0,0.0,17.0,2.0,7.0,0.0,0.0,3.0,0.0,485.0,0.0,45.0,0.0,5.0,38.0,12.0,9.0,4.0,4.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.2575864502470007
18,4,0,4,1,60,111,2.3,43.0,2689.0,312,5.0,1.3,7.0,0.0,3.0,0.0,0.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,490.0,1.0,40.0,0.0,7.0,49.0,16.0,10.0,7.0,3.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.25886524822695034
18,0,1,0,0,60,223,1.3,46.0,21631.565891152528,258,4.0,0.5,8.0,1.0,2.0,1.0,0.0,15.0,2.0,5.0,0.0,0.0,2.0,1.0,358.0,0.0,51.0,0.0,6.0,40.0,24.0,9.0,2.0,5.0,0.0,5.0,5.0,2.0,0.0,17.0,1.0,0.25997150997151
18,4,0,1,1,71,108,0.8,71.0,21631.565891152528,327,5.0,2.1,1.0,0.0,9.0,1.0,0.0,12.0,6.0,32.0,0.0,0.0,0.0,0.0,157.0,1.0,50.0,0.0,0.0,5.0,16.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,1.0,16.0,1.0,0.2282676672920575
18,0,0,1,1,71,313,0.6,44.0,21631.565891152528,326,5.0,0.7,4.0,0.0,4.0,1.0,0.0,15.0,0.0,17.0,0.0,0.0,1.0,0.0,437.0,1.0,45.0,0.0,1.0,18.0,18.0,4.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,11.0,1.0,0.23013871374527112
18,6,1,1,1,71,222,1.6,64.0,21631.565891152528,312,2.0,1.1,3.0,0.0,3.0,3.0,0.0,11.0,1.0,27.0,1.0,0.0,1.0,0.0,191.0,1.0,45.0,0.0,4.0,16.0,22.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,18.0,1.0,0.23101265822784814
18,0,0,3,0,71,110,0.5,68.0,21631.565891152528,148,8.0,2.2,0.0,1.0,6.0,2.0,0.0,12.0,2.0,16.0,0.0,0.0,0.0,0.0,178.0,0.0,51.0,0.0,3.0,24.0,22.0,5.0,1.0,3.0,0.0,2.0,6.0,7.0,2.0,13.0,0.0,0.23218829516539438
18,3,1,1,1,71,223,1.4,47.0,21631.565891152528,327,1.0,0.7,1.0,0.0,3.0,3.0,0.0,17.0,1.0,18.0,0.0,1.0,1.0,0.0,383.0,0.0,53.0,0.0,9.0,37.0,18.0,10.0,2.0,4.0,0.0,4.0,3.0,2.0,0.0,10.0,1.0,0.2347266881028939
18,0,1,1,2,71,121,1.6,50.0,21631.565891152528,139,2.0,0.5,5.0,0.0,4.0,1.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,450.0,2.0,45.0,0.0,0.0,5.0,17.0,3.0,1.0,0.0,0.0,7.0,10.0,1.0,0.0,12.0,0.0,0.23639896373056998
18,4,0,2,1,71,111,1.1,53.0,21631.565891152528,39,2.0,1.0,3.0,0.0,3.0,2.0,0.0,12.0,4.0,15.0,0.0,0.0,0.0,0.0,272.0,1.0,60.0,0.0,8.0,25.0,30.0,9.0,6.0,3.0,0.0,1.0,6.0,0.0,0.0,8.0,0.0,0.23763020833333331
18,6,0,2,2,71,222,0.6,58.0,21631.565891152528,256,3.0,1.0,1.0,0.0,5.0,0.0,0.0,16.0,0.0,29.0,0.0,0.0,1.0,0.0,289.0,2.0,52.0,0.0,2.0,15.0,25.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,12.0,1.0,0.239501312335958
18,6,0,0,2,71,223,0.8,62.0,21631.565891152528,326,3.0,0.6,0.0,0.0,3.0,2.0,0.0,15.0,4.0,37.0,0.0,0.0,0.0,1.0,264.0,2.0,58.0,0.0,3.0,3.0,23.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,7.0,2.0,0.25103163686382396
18,0,1,1,0,71,111,0.4,48.0,21631.565891152528,39,1.0,0.3,4.0,1.0,1.0,2.0,0.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,358.0,0.0,44.0,1.0,9.0,26.0,20.0,6.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,9.0,2.0,0.2524204702627939
18,0,1,0,1,71,313,0.4,66.0,21631.565891152528,148,1.0,0.3,2.0,0.0,5.0,4.0,0.0,14.0,0.0,21.0,0.0,0.0,1.0,1.0,221.0,1.0,35.0,0.0,3.0,15.0,11.0,4.0,1.0,2.0,0.0,6.0,8.0,3.0,0.0,10.0,0.0,0.25488826815642457
18,0,1,2,2,71,108,1.2,47.0,21631.565891152528,135,3.0,0.8,3.0,0.0,1.0,1.0,0.0,18.0,1.0,12.0,0.0,0.0,1.0,0.0,310.0,1.0,56.0,0.0,3.0,30.0,20.0,8.0,2.0,5.0,0.0,3.0,2.0,2.0,0.0,12.0,1.0,0.25740479548660083
18,4,1,1,2,71,110,0.5,66.0,21631.565891152528,259,1.0,0.5,1.0,0.0,3.0,0.0,0.0,11.0,1.0,12.0,0.0,0.0,0.0,0.0,166.0,1.0,41.0,0.0,5.0,20.0,18.0,3.0,3.0,0.0,0.0,1.0,4.0,5.0,1.0,15.0,0.0,0.25886524822695034
18,0,1,0,0,64,108,1.3,53.0,21631.565891152528,146,4.0,1.1,0.0,1.0,0.0,2.0,0.0,13.0,3.0,23.0,0.0,0.0,1.0,1.0,204.0,0.0,54.0,1.0,4.0,12.0,30.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,13.0,1.0,0.22228989037758828
18,4,1,0,0,64,111,1.3,49.0,21631.565891152528,139,3.0,0.4,4.0,1.0,3.0,4.0,0.0,22.0,2.0,21.0,0.0,0.0,0.0,1.0,205.0,0.0,55.0,0.0,5.0,22.0,22.0,3.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,16.0,1.0,0.2302839116719243
18,0,0,0,1,64,222,1.2,54.0,21631.565891152528,327,4.0,0.8,1.0,0.0,4.0,3.0,0.0,13.0,4.0,31.0,0.0,0.0,1.0,1.0,260.0,0.0,51.0,0.0,5.0,20.0,20.0,9.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,13.0,2.0,0.23639896373056998
18,1,1,3,1,64,313,1.1,54.0,21631.565891152528,256,6.0,3.1,3.0,0.0,3.0,2.0,0.0,16.0,1.0,20.0,1.0,0.0,1.0,0.0,379.0,1.0,49.0,0.0,2.0,12.0,22.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,14.0,2.0,0.23778501628664497
18,2,0,1,0,64,223,0.8,48.0,21631.565891152528,148,5.0,0.8,3.0,1.0,2.0,2.0,0.0,15.0,0.0,22.0,0.0,0.0,0.0,0.0,354.0,0.0,59.0,1.0,8.0,24.0,26.0,8.0,2.0,6.0,0.0,2.0,1.0,3.0,0.0,14.0,0.0,0.23918741808650068
18,4,0,0,0,64,108,0.2,60.0,21631.565891152528,145,0.0,0.4,1.0,1.0,2.0,3.0,0.0,20.0,3.0,28.0,0.0,0.0,0.0,1.0,145.0,0.0,56.0,0.0,6.0,8.0,23.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,19.0,1.0,0.24092409240924093
18,0,1,1,2,64,222,1.2,50.0,21631.565891152528,143,2.0,0.9,1.0,0.0,2.0,2.0,1.0,19.0,1.0,28.0,0.0,0.0,0.0,0.0,201.0,1.0,62.0,1.0,5.0,12.0,31.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,16.0,0.0,0.24645509790681974
18,4,0,1,1,64,313,1.5,48.0,21631.565891152528,136,4.0,1.8,1.0,0.0,4.0,3.0,0.0,17.0,0.0,20.0,0.0,0.0,0.0,0.0,209.0,1.0,61.0,0.0,2.0,28.0,25.0,8.0,1.0,5.0,0.0,2.0,1.0,7.0,0.0,21.0,1.0,0.24897680763983626
18,4,1,2,0,64,223,0.8,32.0,21631.565891152528,140,4.0,0.7,1.0,1.0,4.0,4.0,0.0,22.0,4.0,11.0,0.0,0.0,0.0,0.0,453.0,0.0,55.0,0.0,14.0,28.0,22.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,16.0,2.0,0.2550663871418588
18,4,0,0,1,64,111,1.1,41.0,21631.565891152528,146,2.0,0.8,2.0,0.0,2.0,1.0,0.0,11.0,3.0,17.0,0.0,1.0,0.0,1.0,300.0,0.0,52.0,0.0,1.0,22.0,30.0,2.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,11.0,2.0,0.2575864502470007
18,4,0,0,2,70,313,0.8,47.0,21631.565891152528,259,2.0,1.7,1.0,0.0,7.0,2.0,0.0,11.0,4.0,28.0,0.0,0.0,0.0,1.0,400.0,2.0,50.0,0.0,5.0,15.0,14.0,6.0,2.0,3.0,0.0,4.0,5.0,5.0,0.0,11.0,2.0,0.22530864197530864
18,4,1,2,0,70,222,0.3,55.0,21631.565891152528,256,3.0,2.5,1.0,1.0,3.0,0.0,0.0,7.0,3.0,21.0,1.0,0.0,0.0,0.0,280.0,0.0,59.0,0.0,6.0,15.0,34.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,9.0,2.0,0.22628642281463113
18,0,1,0,1,70,223,0.4,34.0,21631.565891152528,143,1.0,0.2,2.0,0.0,1.0,4.0,0.0,20.0,2.0,8.0,0.0,0.0,0.0,1.0,470.0,1.0,45.0,0.0,3.0,18.0,12.0,5.0,3.0,1.0,0.0,5.0,6.0,1.0,0.0,14.0,0.0,0.23322683706070288
18,2,0,2,1,70,111,1.0,44.0,21631.565891152528,135,3.0,1.9,3.0,0.0,4.0,4.0,0.0,10.0,4.0,18.0,0.0,0.0,0.0,0.0,323.0,0.0,62.0,0.0,4.0,21.0,34.0,6.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0,14.0,0.0,0.23487773487773486
18,6,0,1,0,70,222,0.1,55.0,21631.565891152528,311,5.0,1.5,1.0,1.0,4.0,4.0,0.0,11.0,1.0,27.0,0.0,0.0,0.0,0.0,220.0,0.0,51.0,0.0,3.0,11.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,17.0,0.0,0.24172185430463577
18,4,0,1,0,70,223,0.9,51.0,21631.565891152528,136,2.0,0.4,1.0,1.0,2.0,1.0,0.0,15.0,2.0,29.0,0.0,0.0,0.0,0.0,362.0,0.0,55.0,0.0,11.0,23.0,25.0,3.0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,13.0,0.0,0.25382475660639775
18,0,1,0,3,70,111,1.5,55.0,21631.565891152528,256,2.0,0.2,1.0,0.0,2.0,2.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,1.0,221.0,3.0,59.0,0.0,5.0,28.0,26.0,10.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.256140350877193
18,3,1,2,0,70,313,0.8,33.0,21631.565891152528,139,2.0,1.6,3.0,1.0,9.0,4.0,0.0,15.0,3.0,11.0,0.0,0.0,0.0,0.0,447.0,0.0,58.0,0.0,2.0,31.0,25.0,7.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,21.0,2.0,0.2579505300353357
18,2,1,1,0,174,111,1.2,39.0,21631.565891152528,145,2.0,0.4,4.0,1.0,1.0,2.0,0.0,14.0,1.0,9.0,0.0,1.0,1.0,0.0,455.0,0.0,56.0,0.0,10.0,42.0,34.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,2.0,0.22283272283272285
18,0,0,0,0,174,223,1.6,51.0,21631.565891152528,143,0.0,0.1,4.0,1.0,1.0,0.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,1.0,424.0,0.0,34.0,0.0,7.0,23.0,14.0,5.0,2.0,2.0,0.0,2.0,6.0,2.0,0.0,26.0,1.0,0.22324159021406725
18,3,1,2,2,174,222,1.0,38.0,21631.565891152528,145,3.0,0.6,0.0,0.0,3.0,3.0,0.0,19.0,1.0,12.0,0.0,0.0,2.0,0.0,456.0,2.0,51.0,2.0,4.0,20.0,22.0,4.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,14.0,1.0,0.2390307793058284
18,0,0,1,0,174,111,1.8,48.0,21631.565891152528,259,2.0,0.4,3.0,1.0,0.0,2.0,0.0,16.0,1.0,9.0,0.0,0.0,0.0,0.0,308.0,0.0,56.0,0.0,8.0,35.0,25.0,4.0,2.0,2.0,0.0,2.0,4.0,1.0,0.0,9.0,0.0,0.24414715719063546
18,6,1,1,3,174,223,1.2,66.0,21631.565891152528,146,2.0,1.0,2.0,0.0,2.0,2.0,0.0,13.0,0.0,27.0,0.0,1.0,1.0,0.0,213.0,1.0,47.0,0.0,1.0,15.0,21.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,17.0,0.0,0.2522460262612301
18,2,0,1,1,174,222,1.1,46.0,21631.565891152528,137,3.0,1.5,3.0,0.0,4.0,5.0,0.0,23.0,2.0,18.0,0.0,0.0,2.0,0.0,319.0,0.0,60.0,0.0,2.0,26.0,24.0,6.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,11.0,1.0,0.2543554006968641
18,4,0,2,2,135,222,1.0,66.0,21631.565891152528,326,7.0,1.1,1.0,0.0,2.0,1.0,0.0,14.0,1.0,28.0,0.0,1.0,0.0,0.0,216.0,1.0,44.0,1.0,3.0,8.0,18.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,24.0,1.0,0.22530864197530864
18,0,0,1,1,135,111,0.9,59.0,21631.565891152528,143,5.0,2.2,2.0,0.0,2.0,2.0,0.0,16.0,6.0,28.0,0.0,0.0,0.0,0.0,271.0,1.0,62.0,0.0,4.0,17.0,26.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,30.0,1.0,0.22812500000000002
18,0,0,0,0,135,121,0.5,44.0,21631.565891152528,146,1.0,0.2,2.0,1.0,1.0,3.0,0.0,9.0,2.0,20.0,0.0,0.0,1.0,1.0,553.0,0.0,39.0,0.0,1.0,10.0,22.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,15.0,1.0,0.2396585686145765
18,6,1,3,1,135,222,1.8,45.0,21631.565891152528,144,5.0,1.2,3.0,0.0,2.0,2.0,0.0,12.0,3.0,20.0,0.0,0.0,1.0,0.0,423.0,1.0,52.0,0.0,3.0,27.0,19.0,6.0,3.0,1.0,0.0,1.0,4.0,2.0,0.0,12.0,2.0,0.24060646011865527
18,0,1,1,1,135,111,1.6,46.0,21631.565891152528,139,1.0,0.5,2.0,0.0,3.0,2.0,0.0,11.0,9.0,9.0,0.0,0.0,1.0,0.0,382.0,1.0,42.0,0.0,8.0,30.0,13.0,6.0,5.0,1.0,0.0,3.0,5.0,2.0,0.0,19.0,1.0,0.2452956989247312
18,0,0,1,2,134,111,1.7,53.0,21631.565891152528,327,2.0,1.1,3.0,0.0,3.0,2.0,0.0,11.0,3.0,17.0,1.0,1.0,1.0,0.0,219.0,1.0,51.0,0.0,4.0,19.0,24.0,4.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,21.0,2.0,0.22324159021406725
18,0,1,1,1,134,111,2.5,46.0,21631.565891152528,327,0.0,1.0,1.0,0.0,2.0,3.0,0.0,12.0,4.0,17.0,1.0,0.0,0.0,0.0,290.0,1.0,65.0,0.0,3.0,40.0,36.0,7.0,6.0,1.0,0.0,3.0,6.0,2.0,0.0,15.0,1.0,0.24300932090545935
3,6,0,8,0,76,139,0.2,63.0,21631.565891152528,23,10.0,3.9,1.0,1.0,5.0,1.0,0.0,11.0,3.0,17.0,1.0,0.0,0.0,0.0,287.0,0.0,50.0,3.0,1.0,5.0,15.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,12.0,0.0,0.22121212121212125
