Comp,Day,Venue,GF,GA,Team,Opponent,xGA,Poss,Attendance,Referee,SoT,xG.1,Saves,CS,CPA,CrdY,CrdR,Fls,Off.1,Crs.1,PKwon,PKcon,O_FK,O_CS,O_Cmp.4,O_Ast,O_Dead,O_TB,O_Sw,O_Crs,O_TI,O_CK,O_In,O_Out,O_Str,O_Off,O_CPA,O_CrdY,O_CrdR,O_Fls,FTR,weight
31,4,1,0,1,214,391,1.0,64.0,44338.0,518,1.0,0.2,3.0,0.0,4.0,2.0,0.0,7.0,0.0,22.0,0.0,0.0,3.0,1.0,223.0,1.0,34.0,0.0,2.0,11.0,18.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.3850210970464135
31,1,0,1,0,214,410,1.0,48.0,36228.0,533,4.0,0.9,5.0,1.0,9.0,1.0,0.0,12.0,1.0,19.0,0.0,0.0,1.0,0.0,416.0,0.0,51.0,0.0,4.0,15.0,22.0,5.0,3.0,1.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,0.3882978723404255
31,4,1,1,1,214,393,1.4,56.0,46444.0,551,7.0,1.5,2.0,0.0,2.0,1.0,0.0,14.0,3.0,18.0,0.0,1.0,0.0,0.0,300.0,0.0,58.0,1.0,2.0,15.0,30.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,11.0,1.0,0.39374325782092773
31,4,1,0,1,214,401,1.2,54.0,6416.0,519,3.0,0.7,6.0,0.0,2.0,3.0,0.0,12.0,1.0,17.0,0.0,0.0,1.0,1.0,340.0,1.0,43.0,1.0,5.0,25.0,23.0,4.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,14.0,0.0,0.39673913043478254
31,2,0,2,1,214,398,1.0,64.0,32398.0,518,8.0,2.9,4.0,0.0,1.0,0.0,0.0,5.0,1.0,23.0,0.0,0.0,0.0,0.0,289.0,1.0,39.0,3.0,11.0,15.0,18.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,14.0,0.0,0.40109890109890106
31,0,0,2,0,214,399,0.4,60.0,37681.0,513,6.0,1.4,4.0,1.0,3.0,1.0,0.0,11.0,1.0,16.0,0.0,0.0,0.0,0.0,364.0,0.0,37.0,3.0,5.0,24.0,13.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.402425578831312
31,3,1,2,2,214,406,1.2,66.0,3159.0,578,6.0,0.8,0.0,0.0,2.0,2.0,0.0,7.0,1.0,15.0,0.0,0.0,1.0,0.0,266.0,2.0,30.0,0.0,1.0,15.0,10.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,9.0,1.0,0.40376106194690264
31,0,0,2,1,214,405,1.4,51.0,38403.0,515,2.0,1.2,3.0,0.0,3.0,1.0,0.0,10.0,4.0,13.0,1.0,0.0,0.0,0.0,327.0,1.0,58.0,0.0,6.0,20.0,30.0,6.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.40555555555555556
31,0,1,1,0,214,397,0.8,47.0,21631.565891152528,520,2.0,0.4,2.0,1.0,3.0,5.0,1.0,11.0,0.0,12.0,0.0,0.0,1.0,0.0,442.0,0.0,47.0,3.0,2.0,28.0,24.0,7.0,5.0,1.0,0.0,1.0,5.0,3.0,1.0,15.0,2.0,0.41196388261851014
31,0,1,0,0,214,435,1.3,70.0,9497.0,519,2.0,1.2,2.0,1.0,2.0,4.0,0.0,11.0,1.0,15.0,0.0,0.0,0.0,1.0,180.0,0.0,45.0,1.0,5.0,20.0,18.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,11.0,1.0,0.4152445961319682
31,2,1,2,1,214,400,0.6,48.0,21631.565891152528,530,6.0,0.7,2.0,0.0,2.0,1.0,0.0,14.0,1.0,7.0,0.0,0.0,1.0,0.0,494.0,1.0,44.0,2.0,4.0,21.0,21.0,6.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,9.0,2.0,0.4171428571428571
31,0,0,1,0,214,396,0.4,63.0,41335.0,519,2.0,2.5,4.0,1.0,1.0,4.0,0.0,10.0,4.0,21.0,0.0,0.0,0.0,0.0,272.0,0.0,51.0,1.0,3.0,27.0,19.0,11.0,4.0,4.0,0.0,2.0,6.0,4.0,0.0,12.0,0.0,0.41857798165137616
31,2,1,2,2,214,439,1.8,48.0,21631.565891152528,551,3.0,0.9,3.0,0.0,2.0,5.0,1.0,8.0,1.0,16.0,0.0,1.0,0.0,0.0,343.0,1.0,39.0,0.0,6.0,28.0,16.0,5.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,15.0,1.0,0.4205069124423963
31,4,0,0,1,214,437,1.6,58.0,21631.565891152528,526,4.0,0.7,6.0,0.0,3.0,3.0,0.0,11.0,1.0,18.0,0.0,1.0,0.0,1.0,315.0,0.0,46.0,0.0,3.0,12.0,17.0,4.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,19.0,2.0,0.4224537037037037
19,3,1,2,0,211,430,1.1,48.0,21631.565891152528,572,4.0,0.7,2.0,1.0,3.0,3.0,0.0,21.0,2.0,9.0,0.0,0.0,0.0,0.0,444.0,0.0,57.0,2.0,2.0,13.0,24.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,9.0,2.0,0.3360957642725598
31,0,1,1,1,211,398,1.4,56.0,10496.0,526,3.0,1.2,2.0,0.0,6.0,2.0,0.0,11.0,2.0,28.0,0.0,0.0,1.0,0.0,356.0,1.0,50.0,0.0,5.0,11.0,19.0,4.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,7.0,1.0,0.33733826247689463
19,3,0,3,1,211,446,0.8,56.0,42915.0,528,6.0,1.3,2.0,0.0,6.0,4.0,0.0,16.0,1.0,15.0,1.0,0.0,1.0,0.0,315.0,1.0,44.0,2.0,9.0,20.0,15.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,13.0,0.0,0.3382761816496756
31,4,0,3,1,211,393,0.2,53.0,54686.0,515,8.0,2.4,0.0,0.0,7.0,2.0,0.0,17.0,2.0,12.0,0.0,0.0,2.0,0.0,333.0,1.0,48.0,0.0,2.0,9.0,15.0,3.0,2.0,1.0,0.0,1.0,2.0,6.0,0.0,25.0,0.0,0.33985102420856617
31,0,1,0,1,211,405,1.1,58.0,22659.0,514,6.0,0.7,1.0,0.0,1.0,2.0,0.0,10.0,1.0,25.0,0.0,1.0,0.0,1.0,292.0,0.0,50.0,1.0,2.0,15.0,25.0,6.0,1.0,2.0,0.0,2.0,6.0,4.0,0.0,15.0,0.0,0.34176029962546817
19,5,1,3,2,211,421,0.9,41.0,21631.565891152528,537,7.0,2.9,0.0,0.0,8.0,2.0,0.0,15.0,3.0,6.0,0.0,0.0,0.0,0.0,484.0,0.0,61.0,1.0,4.0,34.0,25.0,5.0,2.0,1.0,0.0,0.0,5.0,3.0,1.0,11.0,2.0,0.3433678269049859
19,2,1,2,2,211,446,1.0,59.0,21631.565891152528,580,3.0,0.5,3.0,0.0,6.0,3.0,0.0,10.0,5.0,16.0,0.0,0.0,0.0,0.0,275.0,1.0,47.0,0.0,8.0,20.0,21.0,5.0,3.0,1.0,0.0,3.0,5.0,3.0,0.0,16.0,1.0,0.34531693472090824
31,4,0,0,1,211,438,0.8,53.0,54981.0,515,7.0,1.7,7.0,0.0,5.0,1.0,0.0,13.0,8.0,25.0,0.0,0.0,0.0,1.0,319.0,0.0,54.0,0.0,3.0,12.0,14.0,4.0,3.0,1.0,0.0,1.0,6.0,3.0,0.0,18.0,2.0,0.34662867996201324
31,0,1,2,2,211,396,1.0,58.0,52139.0,516,4.0,0.7,2.0,0.0,4.0,5.0,0.0,22.0,0.0,11.0,0.0,0.0,2.0,0.0,298.0,1.0,54.0,2.0,3.0,14.0,17.0,8.0,1.0,6.0,0.0,4.0,4.0,5.0,0.0,18.0,1.0,0.34861509073543456
19,3,0,3,0,211,421,1.1,45.0,43532.0,572,8.0,3.8,2.0,1.0,5.0,3.0,0.0,16.0,1.0,12.0,0.0,0.0,1.0,0.0,414.0,0.0,59.0,0.0,4.0,20.0,23.0,6.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,16.0,0.0,0.34961685823754785
31,0,0,1,0,211,435,0.6,63.0,4722.0,526,6.0,1.3,0.0,1.0,4.0,1.0,0.0,14.0,1.0,20.0,0.0,0.0,0.0,0.0,268.0,0.0,52.0,0.0,3.0,19.0,24.0,4.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,19.0,0.0,0.3509615384615385
19,3,0,2,1,211,430,0.8,58.0,21631.565891152528,538,6.0,1.8,1.0,0.0,3.0,1.0,0.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,362.0,1.0,54.0,1.0,5.0,13.0,14.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,0.351976856316297
31,4,0,1,2,211,391,2.2,64.0,63975.0,518,3.0,1.9,3.0,0.0,1.0,3.0,0.0,9.0,2.0,37.0,1.0,0.0,1.0,0.0,234.0,1.0,46.0,1.0,5.0,13.0,26.0,3.0,1.0,1.0,0.0,5.0,4.0,4.0,0.0,21.0,2.0,0.35609756097560974
31,2,1,0,1,211,410,1.3,68.0,8627.0,533,3.0,1.3,1.0,0.0,5.0,4.0,0.0,16.0,1.0,28.0,0.0,0.0,2.0,1.0,219.0,0.0,52.0,0.0,6.0,16.0,20.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,11.0,0.0,0.35714285714285715
31,2,0,2,0,211,399,0.2,62.0,43930.0,521,6.0,1.7,1.0,1.0,13.0,1.0,0.0,17.0,3.0,11.0,0.0,0.0,0.0,0.0,321.0,0.0,47.0,0.0,2.0,21.0,16.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.35960591133004927
31,4,1,0,2,211,437,1.5,52.0,55373.0,514,3.0,0.4,1.0,0.0,2.0,1.0,0.0,13.0,1.0,21.0,0.0,0.0,1.0,1.0,339.0,1.0,42.0,1.0,3.0,18.0,12.0,9.0,6.0,1.0,0.0,1.0,8.0,4.0,0.0,18.0,0.0,0.361028684470821
31,0,0,3,0,211,401,0.9,53.0,42931.0,530,7.0,4.1,5.0,1.0,8.0,1.0,0.0,17.0,2.0,15.0,1.0,0.0,0.0,0.0,324.0,0.0,58.0,0.0,9.0,20.0,18.0,7.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,13.0,0.0,0.36318407960199006
19,2,1,1,0,211,447,1.0,48.0,21631.565891152528,528,2.0,0.3,4.0,1.0,5.0,4.0,0.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,461.0,0.0,55.0,0.0,11.0,30.0,27.0,7.0,6.0,1.0,0.0,3.0,6.0,2.0,0.0,16.0,2.0,0.36463536463536467
31,0,1,2,1,211,397,0.7,53.0,12464.0,515,6.0,2.8,6.0,0.0,3.0,2.0,0.0,13.0,0.0,12.0,0.0,0.0,1.0,0.0,366.0,0.0,47.0,1.0,2.0,21.0,19.0,7.0,4.0,1.0,0.0,2.0,6.0,4.0,0.0,15.0,2.0,0.3657314629258517
19,2,0,7,1,211,447,0.6,47.0,61871.0,581,12.0,4.5,2.0,0.0,4.0,2.0,0.0,13.0,1.0,12.0,0.0,0.0,1.0,0.0,452.0,0.0,45.0,1.0,1.0,10.0,13.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.3672032193158954
31,0,0,2,0,211,439,0.8,54.0,33778.0,520,4.0,1.6,0.0,1.0,5.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,0.0,416.0,0.0,48.0,0.0,7.0,24.0,18.0,6.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,11.0,0.0,0.3709349593495935
31,2,0,4,0,211,406,0.3,62.0,65392.0,541,11.0,2.8,2.0,1.0,4.0,3.0,0.0,14.0,2.0,23.0,0.0,0.0,0.0,0.0,287.0,0.0,51.0,0.0,1.0,11.0,16.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,13.0,0.0,0.3724489795918367
31,4,1,2,1,211,440,0.8,57.0,17557.0,514,7.0,3.8,3.0,0.0,5.0,1.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,287.0,1.0,47.0,0.0,3.0,22.0,13.0,6.0,4.0,0.0,0.0,1.0,6.0,1.0,0.0,19.0,2.0,0.37397540983606564
31,0,0,4,1,211,398,0.2,52.0,64040.0,513,5.0,2.9,0.0,0.0,11.0,0.0,0.0,12.0,1.0,16.0,1.0,0.0,0.0,0.0,384.0,1.0,52.0,0.0,4.0,13.0,20.0,3.0,3.0,0.0,0.0,0.0,2.0,7.0,1.0,16.0,0.0,0.37628865979381443
31,0,1,2,0,211,393,0.6,46.0,45217.0,530,7.0,1.7,5.0,1.0,4.0,2.0,0.0,7.0,1.0,12.0,0.0,0.0,1.0,0.0,443.0,0.0,53.0,0.0,1.0,25.0,25.0,5.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,12.0,2.0,0.37902388369678086
31,4,0,5,0,211,405,0.2,68.0,62716.0,533,13.0,1.9,3.0,1.0,7.0,3.0,0.0,13.0,0.0,30.0,0.0,0.0,1.0,0.0,215.0,0.0,49.0,0.0,7.0,10.0,22.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,14.0,0.0,0.3821989528795811
31,4,1,1,0,211,438,0.5,54.0,14442.0,520,1.0,0.9,4.0,1.0,3.0,2.0,0.0,14.0,2.0,13.0,0.0,0.0,0.0,0.0,360.0,0.0,54.0,0.0,2.0,10.0,29.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,19.0,2.0,0.3878852284803401
19,2,1,4,0,211,413,0.4,58.0,21631.565891152528,534,9.0,2.8,1.0,1.0,3.0,5.0,0.0,15.0,0.0,15.0,0.0,0.0,1.0,0.0,284.0,0.0,43.0,0.0,0.0,27.0,13.0,5.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,12.0,2.0,0.3891257995735607
31,4,0,1,1,211,396,0.3,62.0,64387.0,541,6.0,1.1,0.0,0.0,3.0,4.0,1.0,12.0,0.0,29.0,0.0,0.0,1.0,0.0,233.0,1.0,49.0,2.0,2.0,12.0,13.0,7.0,2.0,5.0,0.0,2.0,1.0,6.0,1.0,19.0,1.0,0.39079229122055675
19,2,0,2,1,211,413,0.7,51.0,21631.565891152528,571,5.0,1.4,3.0,0.0,4.0,2.0,0.0,10.0,2.0,21.0,0.0,0.0,0.0,0.0,445.0,1.0,48.0,0.0,6.0,10.0,20.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.3920515574650913
31,4,1,1,1,211,435,0.7,70.0,13798.0,530,6.0,1.7,3.0,0.0,5.0,1.0,0.0,14.0,0.0,26.0,0.0,0.0,0.0,0.0,173.0,1.0,48.0,1.0,2.0,14.0,15.0,4.0,1.0,3.0,0.0,1.0,3.0,3.0,0.0,14.0,1.0,0.39374325782092773
31,2,1,2,3,211,391,1.4,72.0,46299.0,520,2.0,1.1,5.0,0.0,3.0,5.0,0.0,15.0,0.0,10.0,1.0,0.0,2.0,0.0,200.0,2.0,39.0,0.0,4.0,18.0,11.0,7.0,2.0,3.0,0.0,3.0,4.0,2.0,0.0,15.0,0.0,0.40109890109890106
31,0,0,4,1,211,410,0.9,68.0,46698.0,515,9.0,4.0,2.0,0.0,11.0,1.0,0.0,7.0,0.0,28.0,1.0,1.0,0.0,0.0,281.0,0.0,26.0,0.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.402425578831312
31,0,1,2,1,211,399,1.7,54.0,40059.0,514,4.0,2.7,4.0,0.0,7.0,2.0,0.0,11.0,2.0,15.0,1.0,0.0,0.0,0.0,289.0,0.0,48.0,0.0,1.0,26.0,14.0,7.0,4.0,2.0,0.0,1.0,2.0,2.0,0.0,14.0,2.0,0.40555555555555556
31,0,0,1,0,211,437,0.6,38.0,51179.0,530,4.0,0.9,3.0,1.0,1.0,4.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,504.0,0.0,50.0,0.0,1.0,29.0,22.0,10.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.40873460246360577
31,0,1,2,1,211,401,0.8,53.0,21631.565891152528,524,6.0,1.2,2.0,0.0,12.0,1.0,0.0,10.0,3.0,19.0,0.0,0.0,1.0,0.0,279.0,1.0,51.0,0.0,1.0,22.0,23.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,17.0,2.0,0.41196388261851014
31,3,0,3,2,211,397,0.7,54.0,44679.0,527,12.0,2.0,2.0,0.0,4.0,3.0,0.0,14.0,1.0,18.0,0.0,0.0,1.0,0.0,378.0,2.0,39.0,0.0,6.0,12.0,15.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,16.0,0.0,0.4133635334088335
19,0,2,1,0,211,442,0.4,72.0,21631.565891152528,532,4.0,1.4,3.0,1.0,6.0,2.0,0.0,11.0,0.0,20.0,0.0,0.0,1.0,0.0,150.0,0.0,45.0,1.0,3.0,10.0,21.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,12.0,1.0,0.4152445961319682
31,4,1,0,1,211,439,1.1,67.0,21631.565891152528,514,1.0,0.9,3.0,0.0,6.0,3.0,0.0,11.0,3.0,21.0,0.0,1.0,2.0,1.0,191.0,0.0,45.0,0.0,5.0,15.0,17.0,5.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,13.0,0.0,0.4190585533869116
31,2,1,2,2,211,406,0.5,63.0,21631.565891152528,582,3.0,2.4,2.0,0.0,6.0,3.0,0.0,14.0,0.0,17.0,0.0,0.0,1.0,0.0,242.0,2.0,48.0,0.0,1.0,9.0,19.0,2.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,17.0,1.0,0.4205069124423963
31,0,0,1,2,211,440,1.8,65.0,21631.565891152528,555,4.0,1.8,6.0,0.0,7.0,0.0,0.0,14.0,1.0,30.0,0.0,0.0,1.0,0.0,270.0,0.0,45.0,1.0,1.0,8.0,11.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,11.0,2.0,0.4219653179190751
19,3,1,0,0,223,448,0.8,71.0,21631.565891152528,523,9.0,1.5,4.0,1.0,1.0,1.0,0.0,10.0,2.0,29.0,0.0,0.0,1.0,1.0,171.0,0.0,40.0,0.0,1.0,6.0,15.0,4.0,0.0,3.0,0.0,5.0,4.0,1.0,0.0,10.0,1.0,0.3360957642725598
31,4,1,0,4,223,393,1.6,45.0,20606.0,578,0.0,0.3,4.0,0.0,1.0,3.0,0.0,14.0,2.0,14.0,0.0,0.0,2.0,1.0,485.0,3.0,48.0,0.0,4.0,18.0,18.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,17.0,0.0,0.33765032377428306
19,5,0,1,0,223,427,0.2,67.0,21631.565891152528,575,6.0,2.2,1.0,1.0,5.0,3.0,0.0,16.0,1.0,21.0,1.0,0.0,0.0,0.0,171.0,0.0,62.0,0.0,2.0,9.0,24.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,18.0,0.0,0.33890436397400187
31,4,0,0,1,223,437,1.0,44.0,17305.0,533,3.0,0.5,4.0,0.0,1.0,2.0,0.0,9.0,1.0,10.0,0.0,0.0,0.0,1.0,472.0,0.0,54.0,2.0,0.0,18.0,25.0,5.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,14.0,2.0,0.33985102420856617
19,3,1,0,1,223,449,0.8,64.0,21631.565891152528,573,0.0,1.2,5.0,0.0,6.0,4.0,0.0,9.0,1.0,19.0,1.0,0.0,1.0,1.0,230.0,0.0,40.0,2.0,2.0,14.0,17.0,5.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,7.0,0.0,0.34272300469483574
31,0,1,0,1,223,401,0.5,53.0,2433.0,535,5.0,1.1,2.0,0.0,3.0,0.0,0.0,12.0,3.0,25.0,0.0,0.0,0.0,1.0,302.0,1.0,59.0,0.0,4.0,16.0,27.0,6.0,0.0,1.0,0.0,4.0,9.0,2.0,0.0,19.0,0.0,0.34401508011310084
19,3,1,0,5,223,427,2.6,52.0,21631.565891152528,583,1.0,0.8,3.0,0.0,5.0,3.0,0.0,9.0,0.0,16.0,0.0,0.0,2.0,1.0,303.0,4.0,54.0,0.0,5.0,24.0,29.0,9.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,0.0,0.3449905482041588
31,0,0,1,0,223,396,1.1,41.0,22659.0,518,8.0,1.7,3.0,1.0,6.0,5.0,0.0,19.0,1.0,13.0,1.0,0.0,0.0,0.0,363.0,0.0,74.0,1.0,0.0,25.0,33.0,9.0,6.0,3.0,0.0,1.0,2.0,3.0,0.0,8.0,0.0,0.34629981024667933
19,2,0,2,0,223,449,0.5,49.0,21631.565891152528,532,4.0,1.3,5.0,1.0,5.0,4.0,0.0,9.0,1.0,16.0,0.0,0.0,0.0,0.0,335.0,0.0,56.0,0.0,3.0,14.0,24.0,3.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,0.34995206136145734
31,4,0,2,1,223,440,1.3,42.0,15949.0,520,2.0,1.4,2.0,0.0,2.0,2.0,0.0,23.0,1.0,8.0,0.0,2.0,0.0,0.0,412.0,0.0,63.0,1.0,3.0,16.0,25.0,4.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,17.0,0.0,0.3512993262752647
19,5,0,5,1,223,448,0.8,66.0,21631.565891152528,512,9.0,2.2,1.0,0.0,4.0,2.0,0.0,9.0,0.0,18.0,0.0,0.0,1.0,0.0,192.0,1.0,58.0,0.0,1.0,12.0,24.0,6.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.35265700483091783
31,4,1,1,0,223,399,0.6,42.0,4539.0,578,8.0,1.3,0.0,1.0,3.0,0.0,0.0,17.0,4.0,15.0,0.0,0.0,1.0,0.0,420.0,0.0,55.0,2.0,2.0,27.0,18.0,8.0,2.0,5.0,0.0,0.0,1.0,5.0,0.0,9.0,2.0,0.3536821705426357
31,0,0,2,2,223,397,2.1,42.0,19323.0,526,4.0,1.6,1.0,0.0,1.0,5.0,0.0,21.0,2.0,19.0,0.0,0.0,1.0,0.0,376.0,2.0,65.0,0.0,5.0,25.0,25.0,6.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,11.0,1.0,0.35575048732943465
31,2,1,3,1,223,406,1.7,46.0,3590.0,516,6.0,1.3,3.0,0.0,1.0,4.0,0.0,10.0,1.0,15.0,0.0,0.0,2.0,0.0,323.0,0.0,58.0,1.0,2.0,37.0,27.0,11.0,8.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,2.0,0.35714285714285715
31,4,1,0,0,223,391,1.4,37.0,18167.0,527,0.0,0.3,6.0,1.0,2.0,3.0,0.0,12.0,2.0,6.0,0.0,0.0,1.0,1.0,441.0,0.0,59.0,2.0,3.0,30.0,28.0,7.0,3.0,4.0,0.0,1.0,6.0,1.0,0.0,13.0,1.0,0.3585461689587426
31,4,1,1,0,223,439,2.0,40.0,22609.0,516,2.0,1.6,3.0,1.0,0.0,6.0,0.0,11.0,2.0,12.0,1.0,0.0,0.0,0.0,327.0,0.0,62.0,1.0,1.0,35.0,24.0,12.0,5.0,7.0,0.0,3.0,4.0,5.0,2.0,12.0,2.0,0.361028684470821
31,0,0,4,2,223,410,2.3,30.0,16327.0,513,6.0,0.8,4.0,0.0,3.0,4.0,0.0,14.0,0.0,9.0,0.0,1.0,1.0,0.0,522.0,1.0,50.0,0.0,1.0,30.0,21.0,10.0,9.0,0.0,0.0,3.0,2.0,1.0,0.0,11.0,0.0,0.36318407960199006
19,3,0,2,1,223,449,1.3,41.0,21631.565891152528,538,7.0,1.4,1.0,0.0,1.0,1.0,0.0,12.0,1.0,10.0,0.0,0.0,0.0,0.0,379.0,1.0,53.0,0.0,3.0,21.0,24.0,4.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,11.0,0.0,0.3642714570858283
19,3,1,1,1,223,449,1.8,40.0,12735.0,510,5.0,1.6,3.0,0.0,2.0,4.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,358.0,1.0,58.0,0.0,1.0,18.0,27.0,6.0,3.0,3.0,0.0,2.0,5.0,2.0,0.0,14.0,1.0,0.3668341708542714
31,0,1,1,2,223,435,1.0,65.0,9044.0,514,3.0,2.4,1.0,0.0,0.0,1.0,0.0,10.0,3.0,23.0,0.0,0.0,2.0,0.0,202.0,2.0,46.0,0.0,0.0,11.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.36831483350151356
31,2,0,4,1,223,398,1.0,42.0,22426.0,519,9.0,1.9,3.0,0.0,4.0,3.0,0.0,15.0,2.0,17.0,0.0,0.0,0.0,0.0,477.0,0.0,53.0,1.0,4.0,13.0,25.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,0.3724489795918367
31,0,1,0,2,223,438,0.8,47.0,8105.0,515,4.0,0.9,4.0,0.0,1.0,2.0,0.0,15.0,3.0,26.0,0.0,0.0,0.0,1.0,437.0,0.0,48.0,0.0,7.0,11.0,20.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.37359263050153535
31,4,0,1,0,223,393,1.4,40.0,26492.0,551,2.0,2.5,2.0,1.0,4.0,3.0,0.0,15.0,1.0,14.0,2.0,0.0,1.0,0.0,435.0,0.0,50.0,0.0,0.0,17.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0,13.0,0.0,0.37667698658410737
19,5,0,0,0,223,450,0.8,67.0,21631.565891152528,528,2.0,1.1,2.0,1.0,1.0,2.0,0.0,11.0,2.0,17.0,0.0,0.0,0.0,1.0,217.0,0.0,48.0,0.0,0.0,15.0,14.0,5.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,16.0,1.0,0.37823834196891193
31,4,1,3,2,223,437,1.5,37.0,25119.0,526,5.0,1.2,6.0,0.0,2.0,2.0,0.0,14.0,1.0,9.0,0.0,0.0,1.0,0.0,466.0,1.0,51.0,1.0,2.0,25.0,17.0,11.0,10.0,0.0,0.0,0.0,9.0,1.0,0.0,10.0,2.0,0.3794178794178794
19,5,1,1,0,223,450,1.4,44.0,21631.565891152528,550,2.0,0.4,6.0,1.0,3.0,4.0,0.0,17.0,0.0,8.0,0.0,0.0,0.0,0.0,303.0,0.0,57.0,1.0,0.0,35.0,26.0,8.0,2.0,6.0,0.0,2.0,0.0,5.0,0.0,16.0,2.0,0.38100208768267224
31,4,0,1,1,223,401,0.9,58.0,15023.0,521,9.0,1.5,2.0,0.0,1.0,0.0,0.0,10.0,2.0,20.0,0.0,0.0,0.0,0.0,307.0,1.0,49.0,3.0,2.0,24.0,17.0,7.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,10.0,1.0,0.3850210970464135
31,0,1,0,0,223,396,1.0,40.0,16754.0,531,2.0,0.6,4.0,1.0,2.0,1.0,0.0,15.0,1.0,8.0,0.0,0.0,1.0,1.0,365.0,0.0,60.0,1.0,3.0,35.0,28.0,8.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,9.0,1.0,0.3874734607218684
31,4,1,1,1,223,440,1.7,31.0,9487.0,541,2.0,0.8,2.0,0.0,3.0,5.0,1.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,499.0,1.0,53.0,1.0,1.0,40.0,17.0,7.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,17.0,1.0,0.39374325782092773
